日期,識別碼,植物編號,植物名稱,形相代號,節氣,候別,葉子分數,花的分數,果實分數
2022/07/10,18,16,山油麻,1,小暑,第1候,2.5,3,3
2022/07/10,19,17,構樹,1,小暑,第1候,2.5,1,3
2022/07/10,21,19,白匏子,1,小暑,第1候,2.5,1,1
2022/07/10,23,20,白匏子,1,小暑,第1候,2.5,2,1
2022/07/10,24,21,苦楝,1,小暑,第1候,2.5,1,2
2022/07/10,26,22,狗骨仔,2,小暑,第1候,2.5,2,1
2022/07/10,27,23,降真香,1,小暑,第1候,2.5,3,3
2022/07/10,28,24,小錦蘭,3,小暑,第1候,2.5,1,1
2022/07/10,29,25,雙面刺,3,小暑,第1候,3,1,3
2022/07/10,31,26,大青,2,小暑,第1候,3,3,1
2022/07/10,33,27,球花嘉賜木,1,小暑,第1候,2.5,1,1
2022/07/10,34,28,球花嘉賜木,1,小暑,第1候,2.5,1,1
2022/07/10,35,29,台灣野茉莉,2,小暑,第1候,2.5,1,3
2022/07/10,36,30,對面花,2,小暑,第1候,2,1,1
2022/07/10,37,31,狗花椒,1,小暑,第1候,2.5,3,1
2022/07/10,38,32,毛瓣蝴蝶木,2,小暑,第1候,3,1,1
2022/07/10,40,33,狗花椒,1,小暑,第1候,2.5,2,1
2022/07/10,41,34,狗花椒,1,小暑,第1候,2.5,3,1
2022/07/10,42,35,羊角藤,3,小暑,第1候,2.5,3,1
2022/07/10,43,36,朴樹,1,小暑,第1候,2.5,1,3
2022/07/23,1,0,緬梔,1,大暑,第1候,2.5,3,1
2022/07/23,2,1,小梗木薑子,1,大暑,第1候,2.5,2,1
2022/07/23,3,2,相思樹,1,大暑,第1候,2.5,1,1
2022/07/23,4,3,降真香,1,大暑,第1候,2.5,3,2
2022/07/23,5,4,球花嘉賜木,1,大暑,第1候,2.5,1,1
2022/07/23,6,5,血桐,1,大暑,第1候,2.5,1,2
2022/07/23,7,6,灰木,2,大暑,第1候,2.5,1,2
2022/07/23,8,7,狗骨仔,1,大暑,第1候,2.5,1,1
2022/07/23,9,8,狗骨仔,2,大暑,第1候,2.5,1,2
2022/07/23,10,9,紅脈赤楠,1,大暑,第1候,2.5,1,1
2022/07/23,11,10,台灣山桂花,2,大暑,第1候,2.5,1,3
2022/07/23,12,11,細葉饅頭果,1,大暑,第1候,2.5,1,1
2022/07/23,13,12,球花嘉賜木,1,大暑,第1候,2.5,1,1
2022/07/23,14,13,相思樹,1,大暑,第1候,2.5,2,1
2022/07/23,15,14,血桐,1,大暑,第1候,2.5,2,1
2022/07/23,17,15,萬桃花,1,大暑,第1候,2.5,2,3
2022/07/23,18,16,山油麻,1,大暑,第1候,2.5,3,3
2022/07/23,19,17,構樹,1,大暑,第1候,2.5,2,3
2022/07/23,21,19,白匏子,1,大暑,第1候,2.5,1,1
2022/07/23,23,20,白匏子,1,大暑,第1候,2.5,2,1
2022/07/23,24,21,苦楝,1,大暑,第1候,2.5,1,2
2022/07/23,26,22,狗骨仔,2,大暑,第1候,2.5,2,1
2022/07/23,27,23,降真香,1,大暑,第1候,2.5,2,3
2022/07/23,28,24,小錦蘭,3,大暑,第1候,2.5,1,1
2022/07/23,29,25,雙面刺,3,大暑,第1候,2.5,1,3
2022/07/23,31,26,大青,2,大暑,第1候,3,3,3
2022/07/23,33,27,球花嘉賜木,1,大暑,第1候,2.5,1,1
2022/07/23,34,28,球花嘉賜木,1,大暑,第1候,2.5,1,1
2022/07/23,35,29,台灣野茉莉,2,大暑,第1候,2.5,1,3
2022/07/23,36,30,對面花,2,大暑,第1候,2,1,1
2022/07/23,37,31,狗花椒,1,大暑,第1候,2.5,3,1
2022/07/23,38,32,毛瓣蝴蝶木,2,大暑,第1候,2.5,1,1
2022/07/23,40,33,狗花椒,1,大暑,第1候,2.5,3,1
2022/07/23,41,34,狗花椒,1,大暑,第1候,2.5,3,1
2022/07/23,42,35,羊角藤,3,大暑,第1候,2.5,3,1
2022/07/23,43,36,朴樹,1,大暑,第1候,2.5,1,3
2022/08/07,1,0,緬梔,1,立秋,第1候,2.5,3,1
2022/08/07,2,1,小梗木薑子,1,立秋,第1候,2.5,2,1
2022/08/07,3,2,相思樹,1,立秋,第1候,2.5,1,1
2022/08/07,4,3,降真香,1,立秋,第1候,2.5,3,2
2022/08/07,5,4,球花嘉賜木,1,立秋,第1候,2.5,1,1
2022/08/07,6,5,血桐,1,立秋,第1候,3,1,1
2022/08/07,7,6,灰木,2,立秋,第1候,3,1,2
2022/08/07,8,7,狗骨仔,1,立秋,第1候,2.5,1,1
2022/08/07,9,8,狗骨仔,2,立秋,第1候,2.5,1,2
2022/08/07,10,9,紅脈赤楠,1,立秋,第1候,2.5,1,1
2022/08/07,11,10,台灣山桂花,2,立秋,第1候,2.5,1,2
2022/08/07,12,11,細葉饅頭果,1,立秋,第1候,2.5,1,1
2022/08/07,13,12,球花嘉賜木,1,立秋,第1候,2.5,1,1
2022/08/07,14,13,相思樹,1,立秋,第1候,2.5,1,1
2022/08/07,15,14,血桐,1,立秋,第1候,2.5,1,1
2022/08/07,16,14-1,狗骨仔,2,立秋,第1候,2.5,2,3
2022/08/07,17,15,萬桃花,1,立秋,第1候,2.5,2,3
2022/08/07,18,16,山油麻,1,立秋,第1候,2.5,3,3
2022/08/07,19,17,構樹,1,立秋,第1候,2.5,1,1
2022/08/07,21,19,白匏子,1,立秋,第1候,2.5,1,1
2022/08/07,23,20,白匏子,1,立秋,第1候,2.5,2,1
2022/08/07,24,21,苦楝,1,立秋,第1候,3,1,2
2022/08/07,25,21-1,白毛臭牡丹,2,立秋,第1候,2.5,1,2
2022/08/07,26,22,狗骨仔,2,立秋,第1候,2.5,2,1
2022/08/07,27,23,降真香,1,立秋,第1候,2.5,3,3
2022/08/07,28,24,小錦蘭,3,立秋,第1候,2.5,2,1
2022/08/07,29,25,雙面刺,3,立秋,第1候,2.5,1,3
2022/08/07,30,25-1,紅珠藤,3,立秋,第1候,2.5,1,3
2022/08/07,31,26,大青,2,立秋,第1候,2.5,1,2
2022/08/07,33,27,球花嘉賜木,1,立秋,第1候,2.5,1,1
2022/08/07,34,28,球花嘉賜木,1,立秋,第1候,2.5,1,1
2022/08/07,35,29,台灣野茉莉,2,立秋,第1候,2.5,1,3
2022/08/07,36,30,對面花,2,立秋,第1候,2,1,1
2022/08/07,37,31,狗花椒,1,立秋,第1候,2.5,2,1
2022/08/07,38,32,毛瓣蝴蝶木,2,立秋,第1候,2.5,1,1
2022/08/07,40,33,狗花椒,1,立秋,第1候,2.5,2,1
2022/08/07,41,34,狗花椒,1,立秋,第1候,2.5,2,1
2022/08/07,42,35,羊角藤,3,立秋,第1候,2.5,3,1
2022/08/07,43,36,朴樹,1,立秋,第1候,3,1,2
2022/08/07,44,37,裡白巴豆,2,立秋,第1候,2.5,2,1
2022/08/07,45,38,土密,1,立秋,第1候,2.5,2,1
2022/08/07,46,39,樟樹,1,立秋,第1候,2.5,1,3
2022/08/21,1,0,緬梔,1,立秋,第3候,2.5,3,1
2022/08/21,2,1,小梗木薑子,1,立秋,第3候,2.5,2,1
2022/08/21,3,2,相思樹,1,立秋,第3候,2.5,1,1
2022/08/21,4,3,降真香,1,立秋,第3候,2.5,3,3
2022/08/21,5,4,球花嘉賜木,1,立秋,第3候,2.5,1,1
2022/08/21,6,5,血桐,1,立秋,第3候,3,1,1
2022/08/21,7,6,灰木,2,立秋,第3候,3,1,2
2022/08/21,8,7,狗骨仔,1,立秋,第3候,2.5,1,1
2022/08/21,9,8,狗骨仔,2,立秋,第3候,2.5,1,2
2022/08/21,10,9,紅脈赤楠,1,立秋,第3候,2.5,1,1
2022/08/21,11,10,台灣山桂花,2,立秋,第3候,2.5,1,2
2022/08/21,12,11,細葉饅頭果,1,立秋,第3候,2.5,1,1
2022/08/21,13,12,球花嘉賜木,1,立秋,第3候,2.5,1,1
2022/08/21,14,13,相思樹,1,立秋,第3候,2.5,1,1
2022/08/21,15,14,血桐,1,立秋,第3候,2.5,1,1
2022/08/21,16,14-1,狗骨仔,2,立秋,第3候,2.5,2,3
2022/08/21,17,15,萬桃花,1,立秋,第3候,2.5,2,3
2022/08/21,18,16,山油麻,1,立秋,第3候,2.5,3,3
2022/08/21,19,17,構樹,1,立秋,第3候,2.5,1,1
2022/08/21,21,19,白匏子,1,立秋,第3候,2.5,1,1
2022/08/21,23,20,白匏子,1,立秋,第3候,2.5,2,1
2022/08/21,24,21,苦楝,1,立秋,第3候,3,1,2
2022/08/21,25,21-1,白毛臭牡丹,2,立秋,第3候,2.5,2,1
2022/08/21,26,22,狗骨仔,2,立秋,第3候,2.5,2,1
2022/08/21,27,23,降真香,1,立秋,第3候,2.5,3,3
2022/08/21,28,24,小錦蘭,3,立秋,第3候,2.5,2,1
2022/08/21,29,25,雙面刺,3,立秋,第3候,2.5,1,3
2022/08/21,30,25-1,紅珠藤,3,立秋,第3候,2.5,1,1
2022/08/21,31,26,大青,2,立秋,第3候,2.5,1,2
2022/08/21,33,27,球花嘉賜木,1,立秋,第3候,2.5,1,1
2022/08/21,34,28,球花嘉賜木,1,立秋,第3候,2.5,1,1
2022/08/21,35,29,台灣野茉莉,2,立秋,第3候,2.5,1,3
2022/08/21,36,30,對面花,2,立秋,第3候,2,1,1
2022/08/21,37,31,狗花椒,1,立秋,第3候,2.5,2,1
2022/08/21,38,32,毛瓣蝴蝶木,2,立秋,第3候,3,1,1
2022/08/21,40,33,狗花椒,1,立秋,第3候,2.5,2,1
2022/08/21,41,34,狗花椒,1,立秋,第3候,2.5,2,1
2022/08/21,42,35,羊角藤,3,立秋,第3候,2.5,2,1
2022/08/21,43,36,朴樹,1,立秋,第3候,3,1,2
2022/08/21,44,37,裡白巴豆,2,立秋,第3候,2.5,2,1
2022/08/21,45,38,土密,1,立秋,第3候,2.5,2,1
2022/08/21,46,39,樟樹,1,立秋,第3候,2.5,1,3
2022/08/28,1,0,緬梔,1,處暑,第2候,2.5,3,1
2022/08/28,2,1,小梗木薑子,1,處暑,第2候,2.5,2,1
2022/08/28,3,2,相思樹,1,處暑,第2候,2.5,1,1
2022/08/28,4,3,降真香,1,處暑,第2候,2.5,3,3
2022/08/28,5,4,球花嘉賜木,1,處暑,第2候,2.5,1,1
2022/08/28,6,5,血桐,1,處暑,第2候,3,1,1
2022/08/28,7,6,灰木,2,處暑,第2候,2.5,1,2
2022/08/28,8,7,狗骨仔,1,處暑,第2候,2.5,1,1
2022/08/28,9,8,狗骨仔,2,處暑,第2候,2.5,1,2
2022/08/28,10,9,紅脈赤楠,1,處暑,第2候,2.5,1,1
2022/08/28,11,10,台灣山桂花,2,處暑,第2候,2.5,1,2
2022/08/28,12,11,細葉饅頭果,1,處暑,第2候,2.5,2,1
2022/08/28,13,12,球花嘉賜木,1,處暑,第2候,2.5,1,1
2022/08/28,14,13,相思樹,1,處暑,第2候,2.5,1,1
2022/08/28,15,14,血桐,1,處暑,第2候,2.5,2,1
2022/08/28,16,14-1,狗骨仔,2,處暑,第2候,2.5,2,3
2022/08/28,17,15,萬桃花,1,處暑,第2候,2.5,2,3
2022/08/28,18,16,山油麻,1,處暑,第2候,2.5,3,3
2022/08/28,19,17,構樹,1,處暑,第2候,2.5,1,1
2022/08/28,21,19,白匏子,1,處暑,第2候,2.5,1,1
2022/08/28,23,20,白匏子,1,處暑,第2候,2.5,2,1
2022/08/28,24,21,苦楝,1,處暑,第2候,3,1,2
2022/08/28,25,21-1,白毛臭牡丹,2,處暑,第2候,2.5,1,1
2022/08/28,26,22,狗骨仔,2,處暑,第2候,2.5,2,1
2022/08/28,27,23,降真香,1,處暑,第2候,2.5,3,3
2022/08/28,28,24,小錦蘭,3,處暑,第2候,2.5,2,1
2022/08/28,29,25,雙面刺,3,處暑,第2候,2.5,1,3
2022/08/28,30,25-1,紅珠藤,3,處暑,第2候,2.5,1,1
2022/08/28,31,26,大青,2,處暑,第2候,2.5,1,2
2022/08/28,33,27,球花嘉賜木,1,處暑,第2候,2.5,1,1
2022/08/28,34,28,球花嘉賜木,1,處暑,第2候,2.5,1,1
2022/08/28,35,29,台灣野茉莉,2,處暑,第2候,2.5,1,2
2022/08/28,36,30,對面花,2,處暑,第2候,2.5,1,1
2022/08/28,37,31,狗花椒,1,處暑,第2候,2.5,2,1
2022/08/28,38,32,毛瓣蝴蝶木,2,處暑,第2候,3,1,1
2022/08/28,40,33,狗花椒,1,處暑,第2候,2.5,2,1
2022/08/28,41,34,狗花椒,1,處暑,第2候,2.5,2,1
2022/08/28,42,35,羊角藤,3,處暑,第2候,2.5,2,1
2022/08/28,43,36,朴樹,1,處暑,第2候,2.5,1,2
2022/08/28,44,37,裡白巴豆,2,處暑,第2候,2.5,2,1
2022/08/28,45,38,土密,1,處暑,第2候,2.5,3,1
2022/08/28,46,39,樟樹,1,處暑,第2候,2.5,1,3
2022/09/04,1,0,緬梔,1,處暑,第3候,2.5,3,1
2022/09/04,2,1,小梗木薑子,1,處暑,第3候,3,2,1
2022/09/04,3,2,相思樹,1,處暑,第3候,2.5,1,1
2022/09/04,4,3,降真香,1,處暑,第3候,3,3,3
2022/09/04,5,4,球花嘉賜木,1,處暑,第3候,2.5,1,1
2022/09/04,6,5,血桐,1,處暑,第3候,2.5,1,1
2022/09/04,7,6,灰木,2,處暑,第3候,2.5,1,2
2022/09/04,8,7,狗骨仔,1,處暑,第3候,2.5,1,1
2022/09/04,9,8,狗骨仔,2,處暑,第3候,2.5,1,2
2022/09/04,10,9,紅脈赤楠,1,處暑,第3候,2.5,1,1
2022/09/04,11,10,台灣山桂花,2,處暑,第3候,2.5,1,2
2022/09/04,12,11,細葉饅頭果,1,處暑,第3候,2.5,2,1
2022/09/04,13,12,球花嘉賜木,1,處暑,第3候,2.5,1,1
2022/09/04,14,13,相思樹,1,處暑,第3候,2.5,1,1
2022/09/04,15,14,血桐,1,處暑,第3候,3,1,1
2022/09/04,16,14-1,狗骨仔,2,處暑,第3候,2.5,2,3
2022/09/04,17,15,萬桃花,1,處暑,第3候,0.5,2,3
2022/09/04,18,16,山油麻,1,處暑,第3候,2.5,3,3
2022/09/04,19,17,構樹,1,處暑,第3候,3,1,1
2022/09/04,21,19,白匏子,1,處暑,第3候,2.5,2,1
2022/09/04,23,20,白匏子,1,處暑,第3候,2.5,2,1
2022/09/04,24,21,苦楝,1,處暑,第3候,2.5,1,2
2022/09/04,25,21-1,白毛臭牡丹,2,處暑,第3候,2.5,1,1
2022/09/04,26,22,狗骨仔,2,處暑,第3候,2.5,2,1
2022/09/04,27,23,降真香,1,處暑,第3候,3,3,3
2022/09/04,28,24,小錦蘭,3,處暑,第3候,2.5,2,1
2022/09/04,29,25,雙面刺,3,處暑,第3候,2.5,1,3
2022/09/04,30,25-1,紅珠藤,3,處暑,第3候,2.5,1,1
2022/09/04,31,26,大青,2,處暑,第3候,2.5,1,1
2022/09/04,32,26-1,狗花椒,1,處暑,第3候,2.5,1,3
2022/09/04,33,27,球花嘉賜木,1,處暑,第3候,2.5,1,1
2022/09/04,34,28,球花嘉賜木,1,處暑,第3候,2.5,1,1
2022/09/04,35,29,台灣野茉莉,2,處暑,第3候,2.5,1,2
2022/09/04,36,30,對面花,2,處暑,第3候,2.5,1,1
2022/09/04,37,31,狗花椒,1,處暑,第3候,2.5,2,1
2022/09/04,38,32,毛瓣蝴蝶木,2,處暑,第3候,3,1,1
2022/09/04,39,32-1,厚殼樹,1,處暑,第3候,3,2,2
2022/09/04,40,33,狗花椒,1,處暑,第3候,2.5,2,1
2022/09/04,41,34,狗花椒,1,處暑,第3候,2.5,2,1
2022/09/04,42,35,羊角藤,3,處暑,第3候,2.5,1,2
2022/09/04,43,36,朴樹,1,處暑,第3候,3,1,1
2022/09/04,44,37,裡白巴豆,2,處暑,第3候,2.5,2,2
2022/09/04,45,38,土密,1,處暑,第3候,2.5,3,1
2022/09/04,46,39,樟樹,1,處暑,第3候,2.5,1,3
2022/09/18,1,0,緬梔,1,白露,第3候,3,2,1
2022/09/18,2,1,小梗木薑子,1,白露,第3候,3,2,1
2022/09/18,3,2,相思樹,1,白露,第3候,2.5,1,1
2022/09/18,4,3,降真香,1,白露,第3候,3,2,3
2022/09/18,5,4,球花嘉賜木,1,白露,第3候,2.5,1,1
2022/09/18,6,5,血桐,1,白露,第3候,2.5,1,1
2022/09/18,7,6,灰木,2,白露,第3候,3,1,1
2022/09/18,8,7,狗骨仔,1,白露,第3候,2.5,1,1
2022/09/18,9,8,狗骨仔,2,白露,第3候,2.5,1,2
2022/09/18,10,9,紅脈赤楠,1,白露,第3候,2.5,1,1
2022/09/18,11,10,台灣山桂花,2,白露,第3候,2.5,1,2
2022/09/18,12,11,細葉饅頭果,1,白露,第3候,2.5,3,1
2022/09/18,13,12,球花嘉賜木,1,白露,第3候,2.5,1,1
2022/09/18,14,13,相思樹,1,白露,第3候,2.5,1,1
2022/09/18,15,14,血桐,1,白露,第3候,2.5,1,1
2022/09/18,16,14-1,狗骨仔,2,白露,第3候,2.5,2,3
2022/09/18,17,15,萬桃花,1,白露,第3候,0.5,2,3
2022/09/18,18,16,山油麻,1,白露,第3候,2.5,3,3
2022/09/18,19,17,構樹,1,白露,第3候,3,1,1
2022/09/18,21,19,白匏子,1,白露,第3候,2.5,2,1
2022/09/18,23,20,白匏子,1,白露,第3候,2.5,2,1
2022/09/18,24,21,苦楝,1,白露,第3候,2.5,1,2
2022/09/18,25,21-1,白毛臭牡丹,2,白露,第3候,2.5,2,1
2022/09/18,26,22,狗骨仔,2,白露,第3候,2.5,2,1
2022/09/18,27,23,降真香,1,白露,第3候,3,2,3
2022/09/18,28,24,小錦蘭,3,白露,第3候,3,2,1
2022/09/18,29,25,雙面刺,3,白露,第3候,2.5,1,3
2022/09/18,30,25-1,紅珠藤,3,白露,第3候,2.5,1,1
2022/09/18,31,26,大青,2,白露,第3候,2.5,1,1
2022/09/18,32,26-1,狗花椒,1,白露,第3候,2.5,1,3
2022/09/18,33,27,球花嘉賜木,1,白露,第3候,2.5,1,1
2022/09/18,34,28,球花嘉賜木,1,白露,第3候,2.5,1,1
2022/09/18,35,29,台灣野茉莉,2,白露,第3候,2.5,1,1
2022/09/18,36,30,對面花,2,白露,第3候,2.5,1,1
2022/09/18,37,31,狗花椒,1,白露,第3候,2.5,2,1
2022/09/18,38,32,毛瓣蝴蝶木,2,白露,第3候,3,1,1
2022/09/18,39,32-1,厚殼樹,1,白露,第3候,3,2,2
2022/09/18,40,33,狗花椒,1,白露,第3候,2.5,2,1
2022/09/18,41,34,狗花椒,1,白露,第3候,2.5,2,1
2022/09/18,42,35,羊角藤,3,白露,第3候,2.5,1,2
2022/09/18,43,36,朴樹,1,白露,第3候,3,1,1
2022/09/18,44,37,裡白巴豆,2,白露,第3候,2.5,2,2
2022/09/18,45,38,土密,1,白露,第3候,2.5,3,1
2022/09/18,46,39,樟樹,1,白露,第3候,2.5,1,1
2022/09/25,1,0,緬梔,1,秋分,第1候,3,2,1
2022/09/25,2,1,小梗木薑子,1,秋分,第1候,3,2,1
2022/09/25,3,2,相思樹,1,秋分,第1候,2.5,1,1
2022/09/25,4,3,降真香,1,秋分,第1候,3,2,3
2022/09/25,5,4,球花嘉賜木,1,秋分,第1候,2.5,1,1
2022/09/25,6,5,血桐,1,秋分,第1候,2.5,1,1
2022/09/25,7,6,灰木,2,秋分,第1候,3,1,1
2022/09/25,8,7,狗骨仔,1,秋分,第1候,2.5,1,1
2022/09/25,9,8,狗骨仔,2,秋分,第1候,2.5,1,2
2022/09/25,10,9,紅脈赤楠,1,秋分,第1候,2.5,1,1
2022/09/25,11,10,台灣山桂花,2,秋分,第1候,2.5,1,2
2022/09/25,12,11,細葉饅頭果,1,秋分,第1候,2.5,3,1
2022/09/25,13,12,球花嘉賜木,1,秋分,第1候,2.5,1,1
2022/09/25,14,13,相思樹,1,秋分,第1候,2.5,1,1
2022/09/25,15,14,血桐,1,秋分,第1候,2.5,1,1
2022/09/25,16,14-1,狗骨仔,2,秋分,第1候,2.5,2,3
2022/09/25,17,15,萬桃花,1,秋分,第1候,0.5,2,3
2022/09/25,18,16,山油麻,1,秋分,第1候,2.5,2,3
2022/09/25,19,17,構樹,1,秋分,第1候,3,1,1
2022/09/25,21,19,白匏子,1,秋分,第1候,2.5,2,1
2022/09/25,22,19-1,白匏子,1,秋分,第1候,2.5,3,1
2022/09/25,23,20,白匏子,1,秋分,第1候,2.5,2,1
2022/09/25,24,21,苦楝,1,秋分,第1候,2.5,1,2
2022/09/25,25,21-1,白毛臭牡丹,2,秋分,第1候,2.5,2,1
2022/09/25,26,22,狗骨仔,2,秋分,第1候,2.5,2,1
2022/09/25,27,23,降真香,1,秋分,第1候,3,2,3
2022/09/25,28,24,小錦蘭,3,秋分,第1候,3,2,1
2022/09/25,29,25,雙面刺,3,秋分,第1候,2.5,1,3
2022/09/25,30,25-1,紅珠藤,3,秋分,第1候,2.5,1,1
2022/09/25,31,26,大青,2,秋分,第1候,2.5,1,1
2022/09/25,32,26-1,狗花椒,1,秋分,第1候,2.5,1,3
2022/09/25,33,27,球花嘉賜木,1,秋分,第1候,2.5,1,1
2022/09/25,34,28,球花嘉賜木,1,秋分,第1候,2.5,1,1
2022/09/25,35,29,台灣野茉莉,2,秋分,第1候,2.5,1,1
2022/09/25,36,30,對面花,2,秋分,第1候,2.5,1,1
2022/09/25,37,31,狗花椒,1,秋分,第1候,2.5,2,1
2022/09/25,38,32,毛瓣蝴蝶木,2,秋分,第1候,3,1,1
2022/09/25,39,32-1,厚殼樹,1,秋分,第1候,3,2,2
2022/09/25,40,33,狗花椒,1,秋分,第1候,2.5,2,1
2022/09/25,41,34,狗花椒,1,秋分,第1候,2.5,2,1
2022/09/25,42,35,羊角藤,3,秋分,第1候,2.5,1,2
2022/09/25,43,36,朴樹,1,秋分,第1候,3,1,1
2022/09/25,44,37,裡白巴豆,2,秋分,第1候,2.5,2,1
2022/09/25,45,38,土密,1,秋分,第1候,2.5,3,1
2022/09/25,46,39,樟樹,1,秋分,第1候,2.5,1,1
2022/10/01,1,0,緬梔,1,秋分,第2候,3,2,1
2022/10/01,2,1,小梗木薑子,1,秋分,第2候,2.5,2,1
2022/10/01,3,2,相思樹,1,秋分,第2候,3,1,1
2022/10/01,4,3,降真香,1,秋分,第2候,2.5,2,3
2022/10/01,5,4,球花嘉賜木,1,秋分,第2候,2.5,1,1
2022/10/01,6,5,血桐,1,秋分,第2候,2.5,1,1
2022/10/01,7,6,灰木,2,秋分,第2候,3,1,1
2022/10/01,8,7,狗骨仔,1,秋分,第2候,2.5,1,1
2022/10/01,9,8,狗骨仔,2,秋分,第2候,2.5,1,2
2022/10/01,10,9,紅脈赤楠,1,秋分,第2候,2.5,1,1
2022/10/01,11,10,台灣山桂花,2,秋分,第2候,2.5,1,2
2022/10/01,12,11,細葉饅頭果,1,秋分,第2候,2.5,3,1
2022/10/01,13,12,球花嘉賜木,1,秋分,第2候,2.5,1,1
2022/10/01,14,13,相思樹,1,秋分,第2候,2.5,1,1
2022/10/01,15,14,血桐,1,秋分,第2候,2.5,1,1
2022/10/01,16,14-1,狗骨仔,2,秋分,第2候,2.5,2,3
2022/10/01,17,15,萬桃花,1,秋分,第2候,0.5,1,3
2022/10/01,18,16,山油麻,1,秋分,第2候,2.5,2,3
2022/10/01,19,17,構樹,1,秋分,第2候,2.5,1,1
2022/10/01,21,19,白匏子,1,秋分,第2候,2.5,3,1
2022/10/01,22,19-1,白匏子,1,秋分,第2候,2.5,3,1
2022/10/01,23,20,白匏子,1,秋分,第2候,2.5,3,1
2022/10/01,24,21,苦楝,1,秋分,第2候,3,1,2
2022/10/01,25,21-1,白毛臭牡丹,2,秋分,第2候,2.5,3,1
2022/10/01,26,22,狗骨仔,2,秋分,第2候,2.5,2,1
2022/10/01,27,23,降真香,1,秋分,第2候,2.5,2,3
2022/10/01,28,24,小錦蘭,3,秋分,第2候,2.5,2,1
2022/10/01,29,25,雙面刺,3,秋分,第2候,2.5,1,3
2022/10/01,30,25-1,紅珠藤,3,秋分,第2候,2.5,1,1
2022/10/01,31,26,大青,2,秋分,第2候,2.5,1,1
2022/10/01,32,26-1,狗花椒,1,秋分,第2候,2.5,1,3
2022/10/01,33,27,球花嘉賜木,1,秋分,第2候,2.5,1,1
2022/10/01,34,28,球花嘉賜木,1,秋分,第2候,2.5,1,1
2022/10/01,35,29,台灣野茉莉,2,秋分,第2候,2.5,1,1
2022/10/01,36,30,對面花,2,秋分,第2候,2.5,1,1
2022/10/01,37,31,狗花椒,1,秋分,第2候,2.5,2,1
2022/10/01,38,32,毛瓣蝴蝶木,2,秋分,第2候,3,1,1
2022/10/01,39,32-1,厚殼樹,1,秋分,第2候,2.5,2,2
2022/10/01,40,33,狗花椒,1,秋分,第2候,2.5,1,1
2022/10/01,41,34,狗花椒,1,秋分,第2候,2.5,3,1
2022/10/01,42,35,羊角藤,3,秋分,第2候,2.5,1,2
2022/10/01,43,36,朴樹,1,秋分,第2候,3,1,1
2022/10/01,44,37,裡白巴豆,2,秋分,第2候,2.5,2,1
2022/10/01,45,38,土密,1,秋分,第2候,2.5,3,1
2022/10/01,46,39,樟樹,1,秋分,第2候,2.5,1,1
2022/10/15,1,0,緬梔,1,寒露,第2候,3,2,1
2022/10/15,2,1,小梗木薑子,1,寒露,第2候,2.5,2,1
2022/10/15,3,2,相思樹,1,寒露,第2候,3,1,1
2022/10/15,4,3,降真香,1,寒露,第2候,2.5,2,3
2022/10/15,5,4,球花嘉賜木,1,寒露,第2候,2.5,1,1
2022/10/15,6,5,血桐,1,寒露,第2候,2.5,1,1
2022/10/15,7,6,灰木,2,寒露,第2候,3,1,1
2022/10/15,8,7,狗骨仔,1,寒露,第2候,2.5,1,1
2022/10/15,9,8,狗骨仔,2,寒露,第2候,2.5,1,2
2022/10/15,10,9,紅脈赤楠,1,寒露,第2候,2.5,1,1
2022/10/15,11,10,台灣山桂花,2,寒露,第2候,2.5,1,2
2022/10/15,12,11,細葉饅頭果,1,寒露,第2候,2.5,3,2
2022/10/15,13,12,球花嘉賜木,1,寒露,第2候,2.5,1,1
2022/10/15,14,13,相思樹,1,寒露,第2候,2.5,1,1
2022/10/15,15,14,血桐,1,寒露,第2候,2.5,1,1
2022/10/15,16,14-1,狗骨仔,2,寒露,第2候,2.5,1.5,3
2022/10/15,18,16,山油麻,1,寒露,第2候,2.5,2,3
2022/10/15,19,17,構樹,1,寒露,第2候,2.5,1,1
2022/10/15,21,19,白匏子,1,寒露,第2候,2.5,3,1
2022/10/15,22,19-1,白匏子,1,寒露,第2候,2.5,3,1
2022/10/15,23,20,白匏子,1,寒露,第2候,2.5,3,1
2022/10/15,24,21,苦楝,1,寒露,第2候,0.5,1,2
2022/10/15,25,21-1,白毛臭牡丹,2,寒露,第2候,2.5,1,3
2022/10/15,26,22,狗骨仔,2,寒露,第2候,2.5,1.5,1
2022/10/15,27,23,降真香,1,寒露,第2候,2.5,2,3
2022/10/15,28,24,小錦蘭,3,寒露,第2候,2.5,1.5,1
2022/10/15,29,25,雙面刺,3,寒露,第2候,2.5,1,3
2022/10/15,30,25-1,紅珠藤,3,寒露,第2候,2.5,1,1
2022/10/15,31,26,大青,2,寒露,第2候,2.5,1,1
2022/10/15,32,26-1,狗花椒,1,寒露,第2候,2.5,1,3
2022/10/15,33,27,球花嘉賜木,1,寒露,第2候,2.5,1,1
2022/10/15,34,28,球花嘉賜木,1,寒露,第2候,2.5,1,1
2022/10/15,35,29,台灣野茉莉,2,寒露,第2候,2.5,1,1
2022/10/15,36,30,對面花,2,寒露,第2候,2.5,1,1
2022/10/15,37,31,狗花椒,1,寒露,第2候,2.5,1,1
2022/10/15,38,32,毛瓣蝴蝶木,2,寒露,第2候,2.5,1,1
